obs_id,species,stage,character,attribute,state,source
,Cordagalma isocarrei,adult,Cnidoband length (um),mean,120,Pugh2016a_Cordagalma
,Cordagalma isocarrei,adult,Cnidoband width (um),mean,100,Pugh2016a_Cordagalma
,Cordagalma isocarrei,adult,Heteroneme length (um),point,47,Pugh2016a_Cordagalma
,Cordagalma isocarrei,adult,Heteroneme width (um),point,22,Pugh2016a_Cordagalma
,Cardianecta parchelion,adult,Depth (m),point,640,Pugh2016a_Cordagalma
,Cardianecta parchelion,adult,Depth (m),point,642,Pugh2016a_Cordagalma
,Cardianecta parchelion,adult,Depth (m),point,884,Pugh2016a_Cordagalma
,Cardianecta parchelion,adult,Depth (m),point,865,Pugh2016a_Cordagalma
,Cardianecta parchelion,adult,Depth (m),point,757,Pugh2016a_Cordagalma
,Cardianecta parchelion,adult,Gastrozooid length (um),max,9,Pugh2016a_Cordagalma
,Cardianecta parchelion,adult,Gastrozooid width (um),max,23,Pugh2016a_Cordagalma
,Cardianecta parchelion,adult,Basigaster proportion,max,0.25,Pugh2016a_Cordagalma
,Cardianecta parchelion,adult,Gastrozooid length (fixed) (mm),point,4,Pugh2016a_Cordagalma_Fig64
,Cardianecta parchelion,adult,Involucrum cover (%),point,100,Pugh2016a_Cordagalma
,Cardianecta parchelion,adult,Number of coils,point,6,Pugh2016a_Cordagalma
,Cardianecta parchelion,adult,Number of coils,max,7,Pugh2016a_Cordagalma
,Cardianecta parchelion,adult,Desmoneme length (um),point,14,Pugh2016a_Cordagalma
,Cardianecta parchelion,adult,Desmoneme width (um),point,14,Pugh2016a_Cordagalma
,Cardianecta parchelion,adult,Cnidosac length (um),point,1500,Pugh2016a_Cordagalma_Fig65
,Cardianecta parchelion,adult,Cnidosac width (um),point,1150,Pugh2016a_Cordagalma_Fig65
,Cardianecta parchelion,adult,Heteroneme length (um),mean,42,Pugh2016a_Cordagalma
,Cardianecta parchelion,adult,Heteroneme width (um),max,15,Pugh2016a_Cordagalma
,Cardianecta parchelion,adult,Cnidosac length (um),point,960,Pugh2016a_Cordagalma_Fig67
,Cardianecta parchelion,adult,Cnidosac width (um),point,769,Pugh2016a_Cordagalma_Fig67
,Erenna richardi,adult,Depth (m),point,1002,PughHaddock2016_Erenna
,Erenna richardi,adult,Depth (m),point,1451,PughHaddock2016_Erenna
,Erenna richardi,adult,Depth (m),point,1368,PughHaddock2016_Erenna
,Erenna richardi,adult,Depth (m),point,970,PughHaddock2016_Erenna
,Erenna richardi,adult,Depth (m),point,1061,PughHaddock2016_Erenna
,Erenna richardi,adult,Depth (m),point,1205,PughHaddock2016_Erenna
,Erenna richardi,adult,Depth (m),point,1280,PughHaddock2016_Erenna
,Erenna richardi,adult,Depth (m),point,891,PughHaddock2016_Erenna
,Erenna richardi,adult,Depth (m),point,905,PughHaddock2016_Erenna
,Erenna richardi,adult,Depth (m),point,1014,PughHaddock2016_Erenna
,Erenna richardi,adult,Depth (m),point,1320,PughHaddock2016_Erenna
,Erenna richardi,adult,Depth (m),point,978,PughHaddock2016_Erenna
,Erenna richardi,adult,Depth (m),point,1400,PughHaddock2016_Erenna
,Erenna richardi,adult,Temperature in situ ©,point,3.83,PughHaddock2016_Erenna
,Erenna richardi,adult,Temperature in situ ©,point,2.76,PughHaddock2016_Erenna
,Erenna richardi,adult,Temperature in situ ©,point,3.07,PughHaddock2016_Erenna
,Erenna richardi,adult,Temperature in situ ©,point,4.2,PughHaddock2016_Erenna
,Erenna richardi,adult,Temperature in situ ©,point,3.82,PughHaddock2016_Erenna
,Erenna richardi,adult,Temperature in situ ©,point,3.34,PughHaddock2016_Erenna
,Erenna richardi,adult,Temperature in situ ©,point,3.17,PughHaddock2016_Erenna
,Erenna richardi,adult,Temperature in situ ©,point,4.27,PughHaddock2016_Erenna
,Erenna richardi,adult,Temperature in situ ©,point,4.19,PughHaddock2016_Erenna
,Erenna richardi,adult,Temperature in situ ©,point,4.41,PughHaddock2016_Erenna
,Erenna richardi,adult,Temperature in situ ©,point,3.58,PughHaddock2016_Erenna
,Erenna richardi,adult,Temperature in situ ©,point,4.44,PughHaddock2016_Erenna
,Erenna richardi,adult,Temperature in situ ©,point,2.98,PughHaddock2016_Erenna
,Erenna richardi,adult,Colony length (cm),min,75,PughHaddock2016_Erenna
,Erenna richardi,adult,Colony length (cm),max,100,PughHaddock2016_Erenna
,Erenna richardi,adult,Heteroneme length (um),mean,165,PughHaddock2016_Erenna
,Erenna richardi,adult,Heteroneme width (um),mean,32,PughHaddock2016_Erenna
,Erenna richardi,adult,Heteroneme shaft length (um),point,165,PughHaddock2016_Erenna
,Erenna richardi,adult,Haploneme length (um),point,43,PughHaddock2016_Erenna
,Erenna richardi,adult,Haploneme width (um),point,15,PughHaddock2016_Erenna
,Erenna richardi,adult,Haploneme length (um),point,27,PughHaddock2016_Erenna
,Erenna richardi,adult,Haploneme width (um),point,20,PughHaddock2016_Erenna
,Erenna richardi,adult,Depth (m),mean,1074,PughHaddock2016_Erenna
,Erenna richardi,adult,Depth (m),sd,190,PughHaddock2016_Erenna
,Erenna richardi,adult,Temperature in situ ©,mean,3.612,PughHaddock2016_Erenna
,Erenna richardi,adult,Temperature in situ ©,sd,0.53,PughHaddock2016_Erenna
,Erenna richardi,adult,Depth (m),mean,1104,PughHaddock2016_Erenna
,Erenna richardi,adult,Depth (m),sd,187.9,PughHaddock2016_Erenna
,Erenna richardi,adult,Temperature in situ ©,mean,4.1,PughHaddock2016_Erenna
,Erenna richardi,adult,Temperature in situ ©,sd,0.5,PughHaddock2016_Erenna
,Erenna richardi,adult,Depth (m),mean,801,PughHaddock2016_Erenna
,Erenna richardi,adult,Depth (m),sd,92.3,PughHaddock2016_Erenna
,Erenna laciniata,adult,Number of photophores in ventral process,point,2,PughHaddock2016_Erenna
,Erenna laciniata,adult,Depth (m),point,853,PughHaddock2016_Erenna
,Erenna laciniata,adult,Depth (m),point,299,PughHaddock2016_Erenna
,Erenna laciniata,adult,Depth (m),point,1144,PughHaddock2016_Erenna
,Erenna laciniata,adult,Temperature in situ ©,point,8.16,PughHaddock2016_Erenna
,Erenna laciniata,adult,Temperature in situ ©,point,4,PughHaddock2016_Erenna
,Erenna laciniata,adult,Depth (m),point,1581,PughHaddock2016_Erenna
,Erenna laciniata,adult,Depth (m),point,534,PughHaddock2016_Erenna
,Erenna laciniata,adult,Cnidoband length (um),point,7000,PughHaddock2016_Erenna_fig13A
,Erenna laciniata,adult,Cnidoband length (um),point,5000,PughHaddock2016_Erenna_fig13A
,Erenna laciniata,adult,Depth (m),point,1171,PughHaddock2016_Erenna
,Erenna laciniata,adult,Depth (m),point,1339,PughHaddock2016_Erenna
,Erenna laciniata,adult,Depth (m),point,1242,PughHaddock2016_Erenna
,Erenna laciniata,adult,Depth (m),point,289,PughHaddock2016_Erenna
,Erenna laciniata,adult,Depth (m),point,1341,PughHaddock2016_Erenna
,Erenna laciniata,adult,Depth (m),point,1462,PughHaddock2016_Erenna
,Erenna laciniata,adult,Depth (m),point,1010,PughHaddock2016_Erenna
,Erenna laciniata,adult,Depth (m),point,1207,PughHaddock2016_Erenna
,Erenna laciniata,adult,Depth (m),point,1303,PughHaddock2016_Erenna
,Erenna laciniata,adult,Depth (m),point,1255,PughHaddock2016_Erenna
,Erenna laciniata,adult,Depth (m),point,1581,PughHaddock2016_Erenna
,Erenna laciniata,adult,Depth (m),point,1419,PughHaddock2016_Erenna
,Erenna laciniata,adult,Depth (m),point,1313,PughHaddock2016_Erenna
,Erenna laciniata,adult,Depth (m),point,1538,PughHaddock2016_Erenna
,Erenna laciniata,adult,Depth (m),point,1149,PughHaddock2016_Erenna
,Erenna laciniata,adult,Depth (m),point,1261,PughHaddock2016_Erenna
,Erenna laciniata,adult,Depth (m),point,776,PughHaddock2016_Erenna
,Erenna laciniata,adult,Depth (m),point,1517,PughHaddock2016_Erenna
,Erenna laciniata,adult,Depth (m),point,1463,PughHaddock2016_Erenna
,Erenna laciniata,adult,Depth (m),point,1073,PughHaddock2016_Erenna
,Erenna laciniata,adult,Depth (m),point,1470,PughHaddock2016_Erenna
,Erenna laciniata,adult,Depth (m),point,1407,PughHaddock2016_Erenna
,Erenna laciniata,adult,Depth (m),point,1204,PughHaddock2016_Erenna
,Erenna laciniata,adult,Depth (m),point,1081,PughHaddock2016_Erenna
,Erenna laciniata,adult,Depth (m),point,1355,PughHaddock2016_Erenna
,Erenna laciniata,adult,Depth (m),point,1291,PughHaddock2016_Erenna
,Erenna laciniata,adult,Depth (m),point,1400,PughHaddock2016_Erenna
,Erenna laciniata,adult,Temperature in situ ©,point,3.69,PughHaddock2016_Erenna
,Erenna laciniata,adult,Temperature in situ ©,point,3.36,PughHaddock2016_Erenna
,Erenna laciniata,adult,Temperature in situ ©,point,3.59,PughHaddock2016_Erenna
,Erenna laciniata,adult,Temperature in situ ©,point,3.53,PughHaddock2016_Erenna
,Erenna laciniata,adult,Temperature in situ ©,point,3.02,PughHaddock2016_Erenna
,Erenna laciniata,adult,Temperature in situ ©,point,2.96,PughHaddock2016_Erenna
,Erenna laciniata,adult,Temperature in situ ©,point,3.96,PughHaddock2016_Erenna
,Erenna laciniata,adult,Temperature in situ ©,point,3.84,PughHaddock2016_Erenna
,Erenna laciniata,adult,Temperature in situ ©,point,3.52,PughHaddock2016_Erenna
,Erenna laciniata,adult,Temperature in situ ©,point,3.71,PughHaddock2016_Erenna
,Erenna laciniata,adult,Temperature in situ ©,point,2.91,PughHaddock2016_Erenna
,Erenna laciniata,adult,Temperature in situ ©,point,3.17,PughHaddock2016_Erenna
,Erenna laciniata,adult,Temperature in situ ©,point,3.4,PughHaddock2016_Erenna
,Erenna laciniata,adult,Temperature in situ ©,point,3.34,PughHaddock2016_Erenna
,Erenna laciniata,adult,Temperature in situ ©,point,3.21,PughHaddock2016_Erenna
,Erenna laciniata,adult,Temperature in situ ©,point,4.76,PughHaddock2016_Erenna
,Erenna laciniata,adult,Temperature in situ ©,point,3.08,PughHaddock2016_Erenna
,Erenna laciniata,adult,Temperature in situ ©,point,3.03,PughHaddock2016_Erenna
,Erenna laciniata,adult,Temperature in situ ©,point,3.01,PughHaddock2016_Erenna
,Erenna laciniata,adult,Temperature in situ ©,point,3.92,PughHaddock2016_Erenna
,Erenna laciniata,adult,Temperature in situ ©,point,2.97,PughHaddock2016_Erenna
,Erenna laciniata,adult,Temperature in situ ©,point,3.16,PughHaddock2016_Erenna
,Erenna laciniata,adult,Temperature in situ ©,point,3.73,PughHaddock2016_Erenna
,Erenna laciniata,adult,Temperature in situ ©,point,4.15,PughHaddock2016_Erenna
,Erenna laciniata,adult,Temperature in situ ©,point,3.42,PughHaddock2016_Erenna
,Erenna laciniata,adult,Temperature in situ ©,point,3.12,PughHaddock2016_Erenna
,Erenna laciniata,adult,Temperature in situ ©,point,2.98,PughHaddock2016_Erenna
,Erenna laciniata,adult,Depth (m),mean,1230,PughHaddock2016_Erenna
,Erenna laciniata,adult,Depth (m),sd,75.7,PughHaddock2016_Erenna
,Erenna laciniata,adult,Depth (m),mean,1320,PughHaddock2016_Erenna
,Erenna laciniata,adult,Depth (m),sd,149.5,PughHaddock2016_Erenna
,Erenna laciniata,adult,Temperature in situ ©,mean,3.4,PughHaddock2016_Erenna
,Erenna laciniata,adult,Temperature in situ ©,sd,0.7,PughHaddock2016_Erenna
,Erenna laciniata,adult,Temperature in situ ©,mean,3.5,PughHaddock2016_Erenna
,Erenna laciniata,adult,Temperature in situ ©,sd,0.4,PughHaddock2016_Erenna
,Erenna cornuta,adult,Depth (m),point,833,PughHaddock2016_Erenna
,Erenna cornuta,adult,Depth (m),point,1673,PughHaddock2016_Erenna
,Erenna cornuta,adult,Depth (m),point,1392,PughHaddock2016_Erenna
,Erenna cornuta,adult,Depth (m),point,1328,PughHaddock2016_Erenna
,Erenna cornuta,adult,Depth (m),point,1325,PughHaddock2016_Erenna
,Erenna cornuta,adult,Depth (m),point,1629,PughHaddock2016_Erenna
,Erenna cornuta,adult,Temperature in situ ©,point,4.15,PughHaddock2016_Erenna
,Erenna cornuta,adult,Temperature in situ ©,point,2.47,PughHaddock2016_Erenna
,Erenna cornuta,adult,Temperature in situ ©,point,2.92,PughHaddock2016_Erenna
,Erenna cornuta,adult,Temperature in situ ©,point,3.25,PughHaddock2016_Erenna
,Erenna cornuta,adult,Temperature in situ ©,point,3.28,PughHaddock2016_Erenna
,Erenna cornuta,adult,Number of photophores in ventral process,point,2,PughHaddock2016_Erenna
,Erenna cornuta,adult,Cnidoband length (um),point,150000,PughHaddock2016_Erenna
,Erenna cornuta,adult,Heteroneme length (um),point,175,PughHaddock2016_Erenna
,Erenna cornuta,adult,Heteroneme width (um),point,42,PughHaddock2016_Erenna
,Erenna cornuta,adult,Haploneme length (um),point,38,PughHaddock2016_Erenna
,Erenna cornuta,adult,Haploneme width (um),point,12,PughHaddock2016_Erenna
,Erenna cornuta,adult,Haploneme length (um),point,45,PughHaddock2016_Erenna
,Erenna cornuta,adult,Haploneme width (um),point,20,PughHaddock2016_Erenna
,Erenna cornuta,adult,Depth (m),point,1830,PughHaddock2016_Erenna
,Erenna cornuta,adult,Depth (m),point,1673,PughHaddock2016_Erenna
,Erenna cornuta,adult,Depth (m),point,1483,PughHaddock2016_Erenna
,Erenna cornuta,adult,Depth (m),point,464,PughHaddock2016_Erenna
,Erenna cornuta,adult,Depth (m),point,1381,PughHaddock2016_Erenna
,Erenna cornuta,adult,Depth (m),point,995,PughHaddock2016_Erenna
,Erenna cornuta,adult,Depth (m),point,1060,PughHaddock2016_Erenna
,Erenna cornuta,adult,Depth (m),point,1340,PughHaddock2016_Erenna
,Erenna cornuta,adult,Depth (m),point,1320,PughHaddock2016_Erenna
,Erenna cornuta,adult,Depth (m),point,1526,PughHaddock2016_Erenna
,Erenna cornuta,adult,Depth (m),point,1334,PughHaddock2016_Erenna
,Erenna cornuta,adult,Depth (m),point,1608,PughHaddock2016_Erenna
,Erenna cornuta,adult,Depth (m),point,1766,PughHaddock2016_Erenna
,Erenna cornuta,adult,Depth (m),point,1567,PughHaddock2016_Erenna
,Erenna cornuta,adult,Depth (m),point,1282,PughHaddock2016_Erenna
,Erenna cornuta,adult,Depth (m),point,1366,PughHaddock2016_Erenna
,Erenna cornuta,adult,Depth (m),point,1542,PughHaddock2016_Erenna
,Erenna cornuta,adult,Depth (m),point,1715,PughHaddock2016_Erenna
,Erenna cornuta,adult,Depth (m),point,1407,PughHaddock2016_Erenna
,Erenna cornuta,adult,Depth (m),point,1396,PughHaddock2016_Erenna
,Erenna cornuta,adult,Depth (m),point,1418,PughHaddock2016_Erenna
,Erenna cornuta,adult,Depth (m),point,1590,PughHaddock2016_Erenna
,Erenna cornuta,adult,Depth (m),point,1323,PughHaddock2016_Erenna
,Erenna cornuta,adult,Depth (m),point,1419,PughHaddock2016_Erenna
,Erenna cornuta,adult,Depth (m),point,1404,PughHaddock2016_Erenna
,Erenna cornuta,adult,Temperature in situ ©,point,2.28,PughHaddock2016_Erenna
,Erenna cornuta,adult,Temperature in situ ©,point,2.47,PughHaddock2016_Erenna
,Erenna cornuta,adult,Temperature in situ ©,point,2.81,PughHaddock2016_Erenna
,Erenna cornuta,adult,Temperature in situ ©,point,6.32,PughHaddock2016_Erenna
,Erenna cornuta,adult,Temperature in situ ©,point,3.09,PughHaddock2016_Erenna
,Erenna cornuta,adult,Temperature in situ ©,point,3.87,PughHaddock2016_Erenna
,Erenna cornuta,adult,Temperature in situ ©,point,3.91,PughHaddock2016_Erenna
,Erenna cornuta,adult,Temperature in situ ©,point,3.17,PughHaddock2016_Erenna
,Erenna cornuta,adult,Temperature in situ ©,point,3.02,PughHaddock2016_Erenna
,Erenna cornuta,adult,Temperature in situ ©,point,2.77,PughHaddock2016_Erenna
,Erenna cornuta,adult,Temperature in situ ©,point,2.76,PughHaddock2016_Erenna
,Erenna cornuta,adult,Temperature in situ ©,point,3.07,PughHaddock2016_Erenna
,Erenna cornuta,adult,Temperature in situ ©,point,2.91,PughHaddock2016_Erenna
,Erenna cornuta,adult,Temperature in situ ©,point,2.63,PughHaddock2016_Erenna
,Erenna cornuta,adult,Temperature in situ ©,point,2.85,PughHaddock2016_Erenna
,Erenna cornuta,adult,Temperature in situ ©,point,3.32,PughHaddock2016_Erenna
,Erenna cornuta,adult,Temperature in situ ©,point,3.27,PughHaddock2016_Erenna
,Erenna cornuta,adult,Temperature in situ ©,point,3.22,PughHaddock2016_Erenna
,Erenna cornuta,adult,Temperature in situ ©,point,2.44,PughHaddock2016_Erenna
,Erenna cornuta,adult,Depth (m),mean,1426,PughHaddock2016_Erenna
,Erenna cornuta,adult,Depth (m),sd,207.3,PughHaddock2016_Erenna
,Erenna cornuta,adult,Temperature in situ ©,mean,2.9,PughHaddock2016_Erenna
,Erenna cornuta,adult,Temperature in situ ©,sd,0.16,PughHaddock2016_Erenna
,Erenna cornuta,adult,Depth (m),max,1830,PughHaddock2016_Erenna
,Erenna cornuta,adult,Depth (m),min,833,PughHaddock2016_Erenna
,Erenna cornuta,adult,Depth (m),mean,1438,PughHaddock2016_Erenna
,Erenna cornuta,adult,Depth (m),sd,105.8,PughHaddock2016_Erenna
,Erenna cornuta,adult,Temperature in situ ©,mean,3.17,PughHaddock2016_Erenna
,Erenna cornuta,adult,Temperature in situ ©,sd,0.16,PughHaddock2016_Erenna
,Erenna insidiator,adult,Colony length (cm),point,30,PughHaddock2016_Erenna
,Erenna insidiator,adult,Depth (m),point,3098,PughHaddock2016_Erenna
,Erenna insidiator,adult,Depth (m),point,2800,PughHaddock2016_Erenna
,Erenna insidiator,adult,Temperature in situ ©,point,1.59,PughHaddock2016_Erenna
,Erenna insidiator,adult,Temperature in situ ©,point,1.68,PughHaddock2016_Erenna
,Erenna insidiator,adult,Number of photophores in ventral process,point,1,PughHaddock2016_Erenna
,Erenna insidiator,adult,Cnidoband length (um),point,12500,PughHaddock2016_Erenna
,Erenna insidiator,adult,Heteroneme length (um),mean,142,PughHaddock2016_Erenna
,Erenna insidiator,adult,Heteroneme width (um),mean,23,PughHaddock2016_Erenna
,Erenna insidiator,adult,Haploneme length (um),max,42,PughHaddock2016_Erenna
,Erenna insidiator,adult,Haploneme length (um),min,39,PughHaddock2016_Erenna
,Erenna insidiator,adult,Haploneme width (um),max,20,PughHaddock2016_Erenna
,Erenna insidiator,adult,Haploneme width (um),min,16,PughHaddock2016_Erenna
,Erenna insidiator,adult,Water column depth (m),point,3450,PughHaddock2016_Erenna
,Erenna insidiator,adult,Water column depth (m),point,3770,PughHaddock2016_Erenna
,Erenna sirena,adult,Number of photophores in ventral process,point,1,PughHaddock2016_Erenna
,Erenna sirena,adult,Colony length (cm),point,70,PughHaddock2016_Erenna
,Erenna sirena,adult,Depth (m),point,1662,PughHaddock2016_Erenna
,Erenna sirena,adult,Depth (m),point,2213,PughHaddock2016_Erenna
,Erenna sirena,adult,Tentacle number,point,8,PughHaddock2016_Erenna
,Erenna sirena,adult,Tentacle number,point,11,PughHaddock2016_Erenna
,Erenna insidiator,adult,Tentacle number,point,7,PughHaddock2016_Erenna
,Erenna cornuta,adult,Tentacle number,point,11,PughHaddock2016_Erenna
,Erenna laciniata,adult,Tentacle number,point,20,PughHaddock2016_Erenna
,Erenna sirena,adult,Gastrozooid length (fixed) (mm),point,25,PughHaddock2016_Erenna
,Erenna richardi,adult,Gastrozooid length (fixed) (mm),point,15,PughHaddock2016_Erenna
,Erenna insidiator,adult,Gastrozooid length (mm),point,18,PughHaddock2016_Erenna
,Erenna sirena,adult,Gastrozooid length (mm),point,30,PughHaddock2016_Erenna
,Erenna sirena,adult,Cnidoband length (um),point,4000,PughHaddock2016_Erenna_Fig44
,Erenna sirena,larva,Cnidoband length (um),point,4500,PughHaddock2016_Erenna_Fig44
,Erenna sirena,larva,Tentilla number,point,8,PughHaddock2016_Erenna
,Erenna sirena,adult,Haploneme length (um),point,37,PughHaddock2016_Erenna_Fig46
,Erenna sirena,adult,Haploneme width (um),point,12,PughHaddock2016_Erenna_Fig46
,Erenna sirena,adult,Haploneme length (um),point,30,PughHaddock2016_Erenna_Fig46
,Erenna sirena,adult,Haploneme width (um),point,12,PughHaddock2016_Erenna_Fig46
,Erenna sirena,adult,Haploneme length (um),point,125,PughHaddock2016_Erenna_Fig46
,Erenna sirena,adult,Haploneme width (um),point,20,PughHaddock2016_Erenna_Fig46
,Erenna sirena,adult,Haploneme length (um),mean,135,PughHaddock2016_Erenna
,Erenna sirena,adult,Haploneme width (um),mean,21,PughHaddock2016_Erenna
,Erenna sirena,adult,Haploneme length (um),mean,85,PughHaddock2016_Erenna
,Erenna sirena,adult,Haploneme width (um),mean,25,PughHaddock2016_Erenna
,Erenna sirena,adult,Haploneme length (um),mean,39,PughHaddock2016_Erenna
,Erenna sirena,adult,Haploneme width (um),mean,12,PughHaddock2016_Erenna
,Erenna sirena,adult,Haploneme length (um),mean,31,PughHaddock2016_Erenna
,Erenna sirena,adult,Haploneme width (um),mean,15,PughHaddock2016_Erenna
,Erenna sirena,adult,Depth (m),point,2424,PughHaddock2016_Erenna
,Erenna sirena,adult,Depth (m),point,1661,PughHaddock2016_Erenna
,Erenna sirena,adult,Depth (m),point,1934,PughHaddock2016_Erenna
,Erenna sirena,adult,Depth (m),point,2215,PughHaddock2016_Erenna
,Erenna sirena,adult,Depth (m),point,2428,PughHaddock2016_Erenna
,Erenna sirena,adult,Depth (m),point,2262,PughHaddock2016_Erenna
,Erenna sirena,adult,Depth (m),point,2352,PughHaddock2016_Erenna
,Erenna sirena,adult,Depth (m),point,2211,PughHaddock2016_Erenna
,Erenna sirena,adult,Depth (m),point,2179,PughHaddock2016_Erenna
,Erenna sirena,adult,Depth (m),point,2063,PughHaddock2016_Erenna
,Erenna sirena,adult,Depth (m),point,1920,PughHaddock2016_Erenna
,Erenna sirena,adult,Depth (m),point,1773,PughHaddock2016_Erenna
,Erenna sirena,adult,Depth (m),point,1926,PughHaddock2016_Erenna
,Erenna sirena,adult,Depth (m),point,1772,PughHaddock2016_Erenna
,Erenna sirena,adult,Depth (m),point,1751,PughHaddock2016_Erenna
,Erenna sirena,adult,Depth (m),point,1609,PughHaddock2016_Erenna
,Erenna sirena,adult,Depth (m),point,2237,PughHaddock2016_Erenna
,Erenna sirena,adult,Depth (m),point,2003,PughHaddock2016_Erenna
,Erenna sirena,adult,Depth (m),point,1697,PughHaddock2016_Erenna
,Erenna sirena,adult,Depth (m),point,1721,PughHaddock2016_Erenna
,Erenna sirena,adult,Depth (m),point,1610,PughHaddock2016_Erenna
,Erenna sirena,adult,Depth (m),point,1815,PughHaddock2016_Erenna
,Erenna sirena,adult,Depth (m),point,2353,PughHaddock2016_Erenna
,Erenna sirena,adult,Depth (m),point,2239,PughHaddock2016_Erenna
,Erenna sirena,adult,Depth (m),point,1894,PughHaddock2016_Erenna
,Erenna sirena,adult,Depth (m),point,2103,PughHaddock2016_Erenna
,Erenna sirena,adult,Temperature in situ ©,point,1.8,PughHaddock2016_Erenna
,Erenna sirena,adult,Temperature in situ ©,point,2.61,PughHaddock2016_Erenna
,Erenna sirena,adult,Temperature in situ ©,point,2.2,PughHaddock2016_Erenna
,Erenna sirena,adult,Temperature in situ ©,point,1.89,PughHaddock2016_Erenna
,Erenna sirena,adult,Temperature in situ ©,point,1.9,PughHaddock2016_Erenna
,Erenna sirena,adult,Temperature in situ ©,point,1.85,PughHaddock2016_Erenna
,Erenna sirena,adult,Temperature in situ ©,point,1.91,PughHaddock2016_Erenna
,Erenna sirena,adult,Temperature in situ ©,point,1.95,PughHaddock2016_Erenna
,Erenna sirena,adult,Temperature in situ ©,point,2.06,PughHaddock2016_Erenna
,Erenna sirena,adult,Temperature in situ ©,point,2,PughHaddock2016_Erenna
,Erenna sirena,adult,Temperature in situ ©,point,2.68,PughHaddock2016_Erenna
,Erenna sirena,adult,Temperature in situ ©,point,2.31,PughHaddock2016_Erenna
,Erenna sirena,adult,Temperature in situ ©,point,2.6,PughHaddock2016_Erenna
,Erenna sirena,adult,Temperature in situ ©,point,2.55,PughHaddock2016_Erenna
,Erenna sirena,adult,Temperature in situ ©,point,2.84,PughHaddock2016_Erenna
,Erenna sirena,adult,Temperature in situ ©,point,1.86,PughHaddock2016_Erenna
,Erenna sirena,adult,Temperature in situ ©,point,2.22,PughHaddock2016_Erenna
,Erenna sirena,adult,Temperature in situ ©,point,2.65,PughHaddock2016_Erenna
,Erenna sirena,adult,Temperature in situ ©,point,2.64,PughHaddock2016_Erenna
,Erenna sirena,adult,Temperature in situ ©,point,2.68,PughHaddock2016_Erenna
,Erenna sirena,adult,Temperature in situ ©,point,2.42,PughHaddock2016_Erenna
,Erenna sirena,adult,Temperature in situ ©,point,1.88,PughHaddock2016_Erenna
,Erenna sirena,adult,Temperature in situ ©,point,2.01,PughHaddock2016_Erenna
,Erenna sirena,adult,Temperature in situ ©,point,2.42,PughHaddock2016_Erenna
,Erenna sirena,adult,Temperature in situ ©,point,2.16,PughHaddock2016_Erenna
,Erenna sirena,adult,Depth (m),mean,1849,PughHaddock2016_Erenna
,Erenna sirena,adult,Temperature in situ ©,mean,1.97,PughHaddock2016_Erenna
,Erenna sirena,adult,Depth (m),sd,231.3,PughHaddock2016_Erenna
,Erenna sirena,adult,Temperature in situ ©,sd,0.15,PughHaddock2016_Erenna
,Erenna sirena,adult,Temperature in situ ©,sd,0.28,PughHaddock2016_Erenna
,Erenna sirena,adult,Temperature in situ ©,mean,2.46,PughHaddock2016_Erenna
,Erenna sirena,adult,Water column depth (m),mean,3000,PughHaddock2016_Erenna
,Erenna sirena,adult,Water column depth (m),min,4000,PughHaddock2016_Erenna
,Abyla trigona,adult,Tentacle number,mean,5,Purcell1981b_feeding
,Abyla trigona,adult,Prey length (mm),min,0.8,Purcell1981b_feeding
,Abyla trigona,adult,Prey length (mm),point,1,Purcell1981b_feeding
,Abyla trigona,adult,Prey length (mm),max,1.4,Purcell1981b_feeding
,Abyla trigona,adult,Gastrozooid length (mm),mean,2.5,Purcell1981b_feeding
,Abyla trigona,adult,Gastrozooid length (mm),point,4.2,Purcell1981b_feeding
,Abyla trigona,adult,Prey number/Gastrozooid number (%),point,40,Purcell1981b_feeding
,Abyla trigona,adult,Relative copepod consumption,mean,100,Purcell1981b_feeding
,Agalma elegans,adult,Prey number/Gastrozooid number (%),mean,4.6,Purcell1981b_feeding
,Agalma elegans,adult,Gastrozooid length (mm),mean,2.3,Purcell1981b_feeding
,Agalma elegans,adult,Prey length (mm),mean,5,Purcell1981b_feeding
,Agalma elegans,adult,Prey number/Gastrozooid number (%),mean,15.9,Purcell1981b_feeding
,Agalma elegans,adult,Tentacle number,mean,15.28,Purcell1981b_feeding
,Agalma elegans,adult,Tentacle number,mean,2.98,Purcell1981b_feeding
,Agalma elegans,adult,Relative fish consumption,mean,17.6,Purcell1981b_feeding
,Agalma elegans,adult,Relative crustacean consumption,mean,82.4,Purcell1981b_feeding
,Agalma elegans,adult,Relative copepod consumption,mean,35.3,Purcell1981b_feeding
,Agalma elegans,adult,Relative decapod consumption,mean,47.1,Purcell1981b_feeding
,Agalma elegans,adult,Relative decapod consumption,mean,100,Purcell1981b_feeding
,Agalma elegans,adult,Relative crustacean consumption,mean,100,Purcell1981b_feeding
,Agalma okeni,adult,Relative fish consumption,point,100,Purcell1981b_feeding
,Agalma okeni,adult,Relative copepod consumption,mean,75,Purcell1981b_feeding
,Agalma okeni,adult,Relative decapod consumption,mean,25,Purcell1981b_feeding
,Agalma okeni,adult,Tentacle number,mean,4,Purcell1981b_feeding
,Agalma okeni,adult,Prey number/Gastrozooid number (%),mean,6.2,Purcell1981b_feeding
,Agalma okeni,adult,Prey number/Gastrozooid number (%),point,16.7,Purcell1981b_feeding
